True_Label,Predicted_Probability
0,0.045426503
0,0.02763321
0,0.022222832
0,0.3544263
0,0.040243603
0,0.021947045
0,0.056301866
0,0.05166885
0,0.040243603
0,0.06529573
0,0.07081493
0,0.038863365
0,0.056301866
0,0.05166885
0,0.05432293
0,0.23444971
0,0.03645837
0,0.056301866
0,0.038494907
0,0.057884246
0,0.040243603
0,0.108283855
0,0.07016437
0,0.1666195
0,0.028881963
0,0.25925326
0,0.034373723
0,0.040243603
0,0.034373723
0,0.03145569
0,0.1711233
0,0.038863365
0,0.045728434
0,0.026484983
0,0.02763321
0,0.056875706
0,0.021947045
0,0.03145569
0,0.02763321
0,0.19660416
0,0.05478006
0,0.11411785
0,0.040243603
0,0.034484725
0,0.02763321
0,0.038305808
0,0.0823582
0,0.06642974
0,0.045251396
0,0.021947045
0,0.045728434
0,0.045728434
0,0.040243603
0,0.057884246
1,0.9347258
0,0.056301866
0,0.7911149
0,0.039976373
0,0.06664317
0,0.08368916
0,0.042200826
0,0.05861444
0,0.057884246
0,0.042200826
0,0.16085973
0,0.026484983
0,0.85106325
0,0.099885985
1,0.83183193
0,0.08565814
0,0.03645837
0,0.040243603
1,0.8427063
0,0.040243603
0,0.08334107
0,0.07016437
0,0.84707206
0,0.040243603
0,0.03145569
0,0.059466068
0,0.046456415
0,0.08964169
0,0.06382974
0,0.057884246
0,0.040243603
0,0.16378184
0,0.021947045
0,0.045728434
0,0.045505486
0,0.06860794
0,0.038863365
0,0.06529573
0,0.2631783
0,0.031833474
0,0.02763321
0,0.16611288
0,0.04837755
0,0.21045224
0,0.1175983
1,0.8304283
1,0.022222832
0,0.9501812
0,0.17884241
0,0.045426503
0,0.05553717
0,0.02763321
0,0.040243603
0,0.045728434
0,0.031833474
0,0.086358
0,0.08145334
0,0.02763321
0,0.039976373
1,0.9347258
0,0.040243603
0,0.11964981
0,0.2346164
0,0.06529573
0,0.14440739
0,0.02763321
0,0.03982139
0,0.124491975
0,0.08029554
0,0.045728434
0,0.021947045
0,0.14148484
0,0.02763321
0,0.16792044
0,0.048444487
0,0.06560897
0,0.07938981
0,0.9347258
0,0.05553717
0,0.02763321
0,0.040243603
0,0.085704274
0,0.02763321
0,0.038863365
0,0.05553717
1,0.045728434
0,0.031833474
0,0.039976373
0,0.021947045
0,0.021947045
0,0.045505486
0,0.056301866
0,0.08478841
0,0.08964169
0,0.045426503
0,0.08029554
0,0.046007223
0,0.03645837
0,0.031833474
0,0.036215328
0,0.045505486
0,0.03645837
0,0.11287743
0,0.03645837
0,0.03145569
0,0.045426503
0,0.08691063
0,0.03836273
0,0.10018406
1,0.11246884
1,0.9347258
0,0.07016437
0,0.039976373
0,0.12645063
0,0.102914885
0,0.15646671
0,0.053160734
0,0.03145569
0,0.06529573
0,0.14764628
0,0.045505486
0,0.039976373
0,0.038863365
0,0.10695126
0,0.06642974
0,0.045728434
0,0.038863365
0,0.035611194
0,0.033306826
0,0.05861444
0,0.04518842
0,0.023192504
0,0.030153556
0,0.058804322
0,0.13621525
1,0.8836758
0,0.08029554
1,0.8387921
0,0.13498335
1,0.93312114
0,0.038863365
0,0.07484847
0,0.056301866
0,0.06560897
0,0.045728434
0,0.045728434
0,0.07621197
0,0.02763321
0,0.06529573
0,0.26666844
0,0.06560897
0,0.43457845
1,0.96293914
0,0.09956012
0,0.045728434
0,0.08478841
0,0.03145569
0,0.9364505
0,0.08964169
0,0.045728434
0,0.039976373
0,0.124491975
0,0.0652717
0,0.26666844
0,0.03145569
0,0.13233969
0,0.04102851
0,0.06780203
0,0.045505486
0,0.040243603
0,0.03645837
0,0.04099819
0,0.05478006
0,0.07152484
0,0.065963015
0,0.04990226
0,0.038863365
0,0.1175983
0,0.02763321
0,0.038863365
0,0.06529573
0,0.19660416
0,0.08029554
0,0.036215328
0,0.038107503
0,0.098119766
0,0.8836758
0,0.05555083
0,0.04248226
0,0.040243603
0,0.048022196
0,0.03145569
0,0.12121484
0,0.06529573
0,0.26666844
0,0.044129565
0,0.02763321
0,0.03145569
0,0.16406536
0,0.04825685
0,0.10803478
0,0.03145569
0,0.08029554
0,0.038863365
0,0.045728434
1,0.7239113
0,0.14184333
1,0.8397284
0,0.02763321
0,0.02763321
0,0.109799765
0,0.26666844
0,0.08733064
0,0.031833474
0,0.03645837
0,0.054586604
0,0.031849556
0,0.11287743
0,0.02763321
0,0.084877595
0,0.07214254
0,0.040243603
0,0.26393616
0,0.07081493
0,0.051756326
0,0.027812412
0,0.027812412
0,0.04577843
0,0.02665485
1,0.96491265
0,0.038828712
0,0.04809283
0,0.13616708
0,0.045426503
0,0.08011852
0,0.094039366
1,0.6970792
0,0.122988015
0,0.039091125
0,0.02763321
0,0.08964169
0,0.021947045
0,0.021947045
0,0.045728434
0,0.039976373
0,0.038863365
0,0.12121484
0,0.112792194
0,0.047874253
0,0.05166885
1,0.96701515
0,0.040243603
0,0.036215328
0,0.032871343
0,0.04809283
0,0.048164845
0,0.055886913
0,0.02763321
0,0.033107724
0,0.112792194
0,0.043602865
0,0.15135433
0,0.090185694
0,0.056301866
0,0.020097103
0,0.02763321
0,0.030153556
0,0.05625619
0,0.04809283
0,0.028331205
0,0.056301866
0,0.03645837
0,0.025316382
0,0.03952953
0,0.038592182
0,0.045728434
0,0.039976373
0,0.021947045
0,0.26666844
0,0.036037028
0,0.045426503
0,0.07968622
0,0.02763321
0,0.1402596
0,0.035611194
0,0.0670643
0,0.23432274
0,0.045426503
0,0.07764138
1,0.7822756
0,0.045728434
0,0.06529573
0,0.045426503
0,0.045728434
1,0.7124834
0,0.056301866
0,0.051982448
0,0.021947045
0,0.06664317
1,0.7755099
0,0.08029554
0,0.16427726
0,0.08714467
0,0.02763321
0,0.062969625
1,0.95941776
0,0.21726832
0,0.040243603
0,0.021947045
0,0.056301866
0,0.19517963
0,0.035611194
